,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
216,CHEMBL3491021,Cc1ccnc(NC(=O)c2[nH]nc(C(C)C)c2Br)c1,100000.0,inactive
217,CHEMBL3491022,CC(C)c1n[nH]c(C(=O)NC(C)c2ccncc2)c1Br,100000.0,inactive
218,CHEMBL3491022,CC(C)c1n[nH]c(C(=O)NC(C)c2ccncc2)c1Br,100000.0,inactive
219,CHEMBL3491026,CC(C)c1n[nH]c(C(=O)Nc2ccccn2)c1Br,100000.0,inactive
220,CHEMBL3491026,CC(C)c1n[nH]c(C(=O)Nc2ccccn2)c1Br,100000.0,inactive
221,CHEMBL3491029,Cc1cccc(NC(=O)c2[nH]nc(C(C)C)c2Br)n1,100000.0,inactive
222,CHEMBL3491029,Cc1cccc(NC(=O)c2[nH]nc(C(C)C)c2Br)n1,100000.0,inactive
223,CHEMBL3493876,CC(C)c1cc(NC(=O)c2ccc(C(=O)NC(C)(C)C)cc2)[nH]n1,4386.9,intermediate
224,CHEMBL3493876,CC(C)c1cc(NC(=O)c2ccc(C(=O)NC(C)(C)C)cc2)[nH]n1,1467.52,intermediate
225,CHEMBL3493876,CC(C)c1cc(NC(=O)c2ccc(C(=O)NC(C)(C)C)cc2)[nH]n1,2305.6,intermediate
226,CHEMBL3493876,CC(C)c1cc(NC(=O)c2ccc(C(=O)NC(C)(C)C)cc2)[nH]n1,3968.0,intermediate
227,CHEMBL3493876,CC(C)c1cc(NC(=O)c2ccc(C(=O)NC(C)(C)C)cc2)[nH]n1,13739.85,inactive
228,CHEMBL3493876,CC(C)c1cc(NC(=O)c2ccc(C(=O)NC(C)(C)C)cc2)[nH]n1,2495.83,intermediate
229,CHEMBL3494751,Cc1cnn(CC2CN(Cc3nnc(C4CC4)o3)CCO2)c1,100000.0,inactive
230,CHEMBL3494751,Cc1cnn(CC2CN(Cc3nnc(C4CC4)o3)CCO2)c1,100000.0,inactive
231,CHEMBL3494766,CNC(=O)c1cccc(NC(=O)Cn2nc(-c3cccs3)oc2=O)c1,100000.0,inactive
232,CHEMBL3494766,CNC(=O)c1cccc(NC(=O)Cn2nc(-c3cccs3)oc2=O)c1,100000.0,inactive
233,CHEMBL3494770,O=C(CN1CC(n2cccn2)C1)NCCc1c[nH]c2ccccc12,100000.0,inactive
234,CHEMBL3494770,O=C(CN1CC(n2cccn2)C1)NCCc1c[nH]c2ccccc12,100000.0,inactive
235,CHEMBL3494800,CC1COCCN1Cc1nc(-c2cccs2)no1,100000.0,inactive
236,CHEMBL3494800,CC1COCCN1Cc1nc(-c2cccs2)no1,100000.0,inactive
237,CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,42257.25,inactive
238,CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,43577.31,inactive
239,CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,32233.36,inactive
240,CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,25720.67,inactive
241,CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,11221.08,inactive
242,CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,61721.74,inactive
243,CHEMBL3498311,COc1cc(CNC2CCCc3c2cnn3C)cc(OC)c1.Cl,100000.0,inactive
244,CHEMBL3498311,COc1cc(CNC2CCCc3c2cnn3C)cc(OC)c1.Cl,100000.0,inactive
245,CHEMBL3493915,Cc1ccc(C(=O)Nc2cc(C(C)C)n[nH]2)cn1,11192.47,inactive
246,CHEMBL3493915,Cc1ccc(C(=O)Nc2cc(C(C)C)n[nH]2)cn1,5680.1,intermediate
247,CHEMBL3493915,Cc1ccc(C(=O)Nc2cc(C(C)C)n[nH]2)cn1,6882.52,intermediate
248,CHEMBL3493915,Cc1ccc(C(=O)Nc2cc(C(C)C)n[nH]2)cn1,18188.05,inactive
249,CHEMBL3493915,Cc1ccc(C(=O)Nc2cc(C(C)C)n[nH]2)cn1,3515.2,intermediate
250,CHEMBL3493915,Cc1ccc(C(=O)Nc2cc(C(C)C)n[nH]2)cn1,2123.56,intermediate
251,CHEMBL3493920,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,2227.87,intermediate
252,CHEMBL3493920,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,7622.61,intermediate
253,CHEMBL3493920,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,3611.77,intermediate
254,CHEMBL3493920,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,2507.93,intermediate
255,CHEMBL3493920,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,2657.82,intermediate
256,CHEMBL3493920,CC(C)c1cc(NC(=O)c2ccc(NC3CC3)nc2)[nH]n1,1378.86,intermediate
257,CHEMBL3495869,Cc1cccc(-c2nc(CN3CCc4cnc(C)nc4C3)no2)c1,100000.0,inactive
258,CHEMBL3495869,Cc1cccc(-c2nc(CN3CCc4cnc(C)nc4C3)no2)c1,100000.0,inactive
259,CHEMBL3487605,CC(C)c1cc(NC(=O)c2ccc([S+]([O-])C(C)C)cc2)[nH]n1,2930.95,intermediate
260,CHEMBL3487605,CC(C)c1cc(NC(=O)c2ccc([S+]([O-])C(C)C)cc2)[nH]n1,6757.27,intermediate
261,CHEMBL3487608,CC(C)c1cc(NC(=O)c2ccncc2)[nH]n1,33556.23,inactive
262,CHEMBL3487608,CC(C)c1cc(NC(=O)c2ccncc2)[nH]n1,20338.3,inactive
263,CHEMBL3487609,CC(C)c1cc(NC(=O)c2cccnc2)[nH]n1,33647.78,inactive
264,CHEMBL3487609,CC(C)c1cc(NC(=O)c2cccnc2)[nH]n1,17759.7,inactive
265,CHEMBL3487613,Cc1ccc(CC(=O)Nc2cc(C(C)C)n[nH]2)cn1,100000.0,inactive
266,CHEMBL3487613,Cc1ccc(CC(=O)Nc2cc(C(C)C)n[nH]2)cn1,100000.0,inactive
267,CHEMBL3497015,O=C(NCCNc1ccc(C(F)(F)F)cn1)c1cncc(Br)c1,41168.18,inactive
268,CHEMBL3497015,O=C(NCCNc1ccc(C(F)(F)F)cn1)c1cncc(Br)c1,100000.0,inactive
269,CHEMBL3496195,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,29829.94,inactive
270,CHEMBL3496195,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,13438.45,inactive
271,CHEMBL3496195,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,28679.02,inactive
272,CHEMBL3496195,Cc1nc(C)n(CC2CCCN(c3ncnc4[nH]ccc34)C2)n1,14905.52,inactive
273,CHEMBL3496335,COc1cc(/C=C/c2ncc(C(=O)O)s2)cc(Cl)c1O,31111.18,inactive
274,CHEMBL3496335,COc1cc(/C=C/c2ncc(C(=O)O)s2)cc(Cl)c1O,34587.54,inactive
275,CHEMBL3496381,CN1CCCc2cc(CNC(=O)c3ccc(NC4CC4)nc3)ccc21,70873.11,inactive
276,CHEMBL3496381,CN1CCCc2cc(CNC(=O)c3ccc(NC4CC4)nc3)ccc21,13424.44,inactive
277,CHEMBL5179319,COc1ccc(CC2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)nc3)CC2)cc1,7.0,active
278,CHEMBL5197719,N#Cc1ccc(CC2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)nc3)CC2)cc1,33.0,active
280,CHEMBL5174868,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(Oc5ccc(C#N)cc5)CC4)cn3)CC2)cc1,125.0,active
281,CHEMBL5194603,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(Oc5ccc(C#N)cc5)CC4)nc3)CC2)cc1,476.0,active
282,CHEMBL5203262,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(Oc5ccc(F)cc5F)CC4)cn3)CC2)cc1,22.0,active
283,CHEMBL5184733,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(Oc5ccc(F)cc5F)CC4)nc3)CC2)cc1,522.0,active
284,CHEMBL5194054,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(F)cc5)CC4)cn3)CC2)cc1,21.0,active
285,CHEMBL5186795,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(C#N)cc5)CC4)cn3)CC2)cc1,794.0,active
286,CHEMBL5178852,COc1ccc(OC2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)nc3)CC2)cc1,60.0,active
287,CHEMBL3393137,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(C#N)cc5)CC4)cn3)CC2)cc1,2.82,active
288,CHEMBL5203450,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(F)cc5F)CC4)cn3)CC2)cc1,8.0,active
289,CHEMBL5195509,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(F)cc5F)CC4)nc3)CC2)cc1,1866.0,intermediate
290,CHEMBL5181121,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(O)c5ccc(F)cc5)CC4)cn3)CC2)cc1,619.0,active
291,CHEMBL5180431,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(F)(C(=O)c5ccc(F)cc5)CC4)cn3)CC2)cc1,16.0,active
292,CHEMBL5183579,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(F)c5ccc(F)cc5)CC4)cn3)CC2)cc1,1.0,active
293,CHEMBL5174864,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(F)cc5)CC4)cn3)CC2)cc1,2390.0,intermediate
294,CHEMBL5184098,COc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(OC)cc5)CC4)nc3)CC2)cc1,2310.0,intermediate
295,CHEMBL5205646,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(C(=O)NC4CCN(Cc5ccc(OC(F)(F)F)cc5)CC4)cn3)CC2)cc1,820.0,active
296,CHEMBL5182648,O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1ccc(C(=O)N2CCC(C(=O)c3ccc(N4CCCC4)cc3)CC2)nc1,730.0,active
297,CHEMBL5207987,COc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(N6CCCC6)cc5)CC4)nc3)CC2)cc1,200.0,active
298,CHEMBL5202027,O=C(NC1CCN(Cc2ccc(OC(F)(F)F)cc2)CC1)c1ccc(C(=O)N2CCC(C(=O)c3ccc(N4CCCC4)cc3)CC2)nc1,1280.0,intermediate
299,CHEMBL5196789,N#Cc1ccc(CN2CCC(NC(=O)c3ccc(C(=O)N4CCC(C(=O)c5ccc(N6CCCC6)cc5)CC4)nc3)CC2)cc1,1660.0,intermediate
300,CHEMBL5206274,O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1ccc(C(=O)N2CCC(C(=O)c3ccc(-n4cccn4)cc3)CC2)nc1,890.0,active
301,CHEMBL5182116,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)nc1,1395.0,intermediate
